1.0,0.03837696,0.0033426837,0.0,0.0,1.0
2.0,0.12884916,0.003593656,0.017752858,0.32616296,0.94514686
3.0,0.009877867,3.0,-0.16305691,0.3247665,0.9316325
4.0,0.057810392,0.0032366617,0.0,0.0,1.0
5.0,0.12870787,0.0029258942,-0.07164928,-0.10921965,0.991432
6.0,0.016214637,6.0,-0.6493204,-0.3183565,0.6906751
7.0,0.056124374,0.0043970547,0.7177721,-0.09548583,0.68969965
8.0,0.11576745,0.0028250907,-0.118806705,0.19092697,0.97438794
9.0,0.018069156,9.0,-0.13424191,0.53187776,0.83611315
10.0,0.03393516,0.0045116832,0.8112044,-0.1079152,0.5747189
11.0,0.075132184,0.0026012966,0.6117458,0.3431121,0.7127701
12.0,0.0046745255,12.0,0.7183152,0.44840887,0.53193307
13.0,0.049484964,0.0035012178,0.77124995,-0.10260002,0.6282092
14.0,0.054811705,0.0030581874,-0.50513583,-0.31045148,0.8052687
15.0,0.0047519156,15.0,0.041364424,-0.1707885,0.9844391
